Player;Team;Position;16/17 Cap Hit;17/18 Cap Hit;16/17 Salary;17/18 Salary;18/19 Salary;19/20 Salary;20/21 Salary
Schaller, Tim;BOS;Center;0.600;0.000;0.600;RFA;;;
Grosenick, Troy;SJS;Goaltender;0.600;0.000;0.600;UFA;;;
Shore, Nick;LAK;Center;0.600;0.000;0.600;RFA;;;
Whitney, Joe;ARI;Right;0.600;0.000;0.600;UFA;;;
Agozzino, Andrew;STL;Left;0.600;0.000;0.600;UFA;;;
Cunningham, Craig;ARI;Right;0.600;0.000;0.600;RFA;;;
Broadhurst, Alex;CLB;Center;0.600;0.000;0.600;RFA;;;
Cross, Tommy;BOS;Defence;0.600;0.000;0.600;UFA;;;
Randell, Tyler;BOS;Right;0.600;0.000;0.600;RFA;;;
Stortini, Zack;SJS;Right;0.600;0.000;0.600;UFA;;;
Grenier, Alexandre;VAN;Right;0.600;0.000;0.600;RFA;;;
Kichton, Brenden;WPG;Defence;0.600;0.000;0.600;RFA;;;
Musil, David;EDM;Defence;0.600;0.000;0.600;RFA;;;
Noesen, Stefan;ANA;Right;0.600;0.000;0.600;RFA;;;
Billins, Chad;VAN;Defence;0.600;0.000;0.600;UFA;;;
Scarlett, Reece;FLA;Defence;0.600;0.000;0.600;RFA;;;
Crescenzi, Andrew;LAK;Center;0.600;0.000;0.600;RFA;;;
Callahan, Mitch;DET;Right;0.600;0.000;0.600;RFA;;;
Fedun, Taylor;BUF;Defence;0.600;0.000;0.600;UFA;;;
McNeill, Mark;DAL;Center;0.600;0.000;0.600;RFA;;;
Cannone, Patrick;MIN;Center;0.600;0.000;0.600;UFA;;;
Noesen, Stefan;NJD;Right;0.600;0.000;0.600;RFA;;;
Hrivik, Marek;NYR;Left;0.600;0.000;0.600;RFA;;;
Lagace, Maxime;DAL;Goaltender;0.600;0.000;0.600;RFA;;;
Bodie, Mat;BUF;Defence;0.600;0.000;0.600;UFA;;;
Ross, Garret;ARI;Left;0.600;0.000;0.600;RFA;;;
Sedlak, Lukas;CLB;Center;0.600;0.825;0.600;0.800;0.850;RFA;
Regner, Brent;FLA;Defence;0.600;0.000;0.600;UFA;;;
Grant, Alex;BOS;Defence;0.600;0.000;0.600;UFA;;;
Fontaine, Justin;EDM;Right;0.600;0.000;0.600;UFA;;;
Summers, Chris;NYR;Defence;0.600;0.000;0.600;UFA;;;
Clark, Mat;COL;Defence;0.600;0.000;0.600;RFA;;;
Sgarbossa, Michael;ANA;Center;0.600;0.000;0.600;RFA;;;
O'Brien, Jim;COL;Center;0.600;0.000;0.600;UFA;;;
Budaj, Peter;TBL;Goaltender;0.600;0.000;0.600;UFA;;;
Nakladal, Jakub;CAR;Defence;0.600;0.000;0.600;UFA;;;
Ryan, Derek;CAR;Center;0.600;0.000;0.600;UFA;;;
Dalpe, Zac;CLB;Center;0.600;0.000;0.600;UFA;;;
Budaj, Peter;LAK;Goaltender;0.600;0.000;0.600;UFA;;;
Tokarski, Dustin;ANA;Goaltender;0.600;0.650;0.600;0.650;UFA;;
Jensen, Nicklas;NYR;Left;0.600;0.000;0.600;RFA;;;
Jooris, Josh;ARI;Center;0.600;0.000;0.600;RFA;;;
Clendening, Adam;NYR;Defence;0.600;0.000;0.600;RFA;;;
Cracknell, Adam;DAL;Right;0.600;0.675;0.600;0.675;UFA;;
Nehring, Chad;OTT;Center;0.600;0.000;0.600;UFA;;;
Schneider, Cole;BUF;Center;0.600;0.000;0.600;RFA;;;
Hanley, Joel;MTL;Defence;0.600;0.000;0.600;RFA;;;
Corrado, Frank;PIT;Defence;0.600;0.000;0.600;RFA;;;
Shore, Drew;VAN;Center;0.600;0.000;0.600;RFA;;;
Gelinas, Guillaume;MIN;Defence;0.597;0.000;0.605;RFA;;;
Gaudreau, Frederick;NAS;Center;0.595;0.000;0.595;RFA;;;
Donaghey, Cody;OTT;Defence;0.592;0.592;0.625;0.575;0.575;RFA;
Andreoff, Andy;LAK;Left;0.588;0.000;0.600;RFA;;;
Darling, Scott;CHI;Goaltender;0.588;0.000;0.600;UFA;;;
Helgeson, Seth;NJD;Defence;0.588;0.000;0.600;RFA;;;
Wedgewood, Scott;NJD;Goaltender;0.588;0.000;0.600;RFA;;;
Mitchell, Garrett;WAS;Right;0.588;0.000;0.600;RFA;;;
Jensen, Nick;DET;Defence;0.588;0.812;0.600;0.800;0.825;UFA;
Friberg, Max;MTL;Left;0.588;0.000;0.600;RFA;;;
Henley, Samuel;COL;Right;0.587;0.000;0.590;RFA;;;
Chelios, Jake;CAR;Defence;0.585;0.000;0.585;RFA;;;
Oesterle, Jordan;EDM;Defence;0.585;0.000;0.585;RFA;;;
McEneny, Evan;VAN;Defence;0.585;0.000;0.575;RFA;;;
Dea, Jean-Sebastien;PIT;Center;0.585;0.000;0.575;RFA;;;
MacDermid, Kurtis;LAK;Defence;0.578;0.000;0.575;RFA;;;
Condon, Mike;OTT;Goaltender;0.575;0.000;0.575;UFA;;;
Rendulic, Borna;VAN;Center;0.575;0.000;0.575;RFA;;;
Mazanec, Marek;NAS;Goaltender;0.575;0.000;0.575;RFA;;;
Witkowski, Luke;TBL;Defence;0.575;0.000;0.575;UFA;;;
Carrick, Sam;ANA;Center;0.575;0.000;0.575;RFA;;;
Percy, Stuart;PIT;Defence;0.575;0.000;0.575;RFA;;;
Schultz, Jeff;ANA;Defence;0.575;0.000;0.575;UFA;;;
Rasmussen, Dennis;CHI;Center;0.575;0.000;0.575;RFA;;;
Boulton, Eric;NYI;Left;0.575;0.000;0.575;UFA;;;
Conacher, Cory;TBL;Center;0.575;0.000;0.575;UFA;;;
Jones, Connor;NYI;Center;0.575;0.000;0.575;UFA;;;
Labrie, Pierre-Cedric;CHI;Left;0.575;0.000;0.575;UFA;;;
Farnham, Bobby;MTL;Center;0.575;0.000;0.575;UFA;;;
Johansson, Lars;CHI;Goaltender;0.575;0.000;0.575;UFA;;;
McKenna, Mike;FLA;Goaltender;0.575;0.000;0.575;UFA;;;
Megan, Wade;STL;Center;0.575;0.000;0.575;RFA;;;
Bachman, Richard;VAN;Goaltender;0.575;0.650;0.575;0.650;UFA;;
Gourde, Yanni;TBL;Center;0.575;0.000;0.575;RFA;;;
Morin, Travis;DAL;Center;0.575;0.000;0.575;UFA;;;
Gaunce, Cameron;PIT;Defence;0.575;0.000;0.575;UFA;;;
Irwin, Matt;NAS;Defence;0.575;0.650;0.575;0.650;UFA;;
Pasquale, Edward;DET;Goaltender;0.575;0.000;0.575;RFA;;;
Carey, Greg;PHI;Center;0.575;0.650;0.575;0.650;0.650;UFA;
Malone, Brad;STL;Center;0.575;0.000;0.575;UFA;;;
Grossmann, Nicklas;CGY;Defence;0.575;0.000;0.575;UFA;;;
Dumont, Gabriel;TBL;Center;0.575;0.000;0.575;RFA;;;
Carter, Ryan;MIN;Center;0.575;0.000;0.575;UFA;;;
Wilson, Garrett;PIT;Left;0.575;0.000;0.575;RFA;;;
Schilling, Cameron;LAK;Defence;0.575;0.000;0.575;UFA;;;
Oleksy, Steve;PIT;Defence;0.575;0.000;0.575;UFA;;;
Zolnierczyk, Harry;NAS;Left;0.575;0.000;0.575;UFA;;;
MacWilliam, Andrew;NJD;Defence;0.575;0.000;0.575;UFA;;;
Gudlevskis, Kristers;TBL;Goaltender;0.575;0.000;0.575;RFA;;;
Mashinter, Brandon;CHI;Center;0.575;0.000;0.575;UFA;;;
Faragher, Ryan;ANA;Goaltender;0.575;0.000;0.575;RFA;;;
Fraser, Mark;EDM;Defence;0.575;0.000;0.575;UFA;;;
Erixon, Tim;PIT;Defence;0.575;0.000;0.575;RFA;;;
McGinn, Tye;TBL;Left;0.575;0.000;0.575;RFA;;;
Caron, Jordan;STL;Right;0.575;0.000;0.575;RFA;;;
Richard, Tanner;TBL;Center;0.575;0.000;0.575;RFA;;;
Condon, Mike;PIT;Goaltender;0.575;0.000;0.575;UFA;;;
Elson, Turner;COL;Left;0.575;0.000;0.575;RFA;;;
Friesen, Alex;STL;Center;0.575;0.000;0.575;RFA;;;
Catenacci, Daniel;NYR;Center;0.575;0.000;0.575;RFA;;;
Thomas, Christian;WAS;Right;0.575;0.000;0.575;RFA;;;
Ellis, Morgan;STL;Defence;0.575;0.000;0.575;RFA;;;
Porter, Kevin;PIT;Center;0.575;0.000;0.575;UFA;;;
Cannata, Joe;COL;Goaltender;0.575;0.000;0.575;UFA;;;
Conner, Chris;PHI;Center;0.575;0.000;0.575;UFA;;;
Bourque, Chris;WAS;Center;0.575;0.000;0.575;UFA;;;
Payerl, Adam;NAS;Center;0.575;0.000;0.575;RFA;;;
Kelly, Dan;SJS;Defence;0.575;0.000;0.575;UFA;;;
Camper, Carter;NJD;Center;0.575;0.000;0.575;UFA;;;
Stransky, Matej;DAL;Right;0.575;0.000;0.575;RFA;;;
Watson, Austin;NAS;Left;0.575;0.000;0.575;RFA;;;
Halmo, Mike;TBL;Left;0.575;0.000;0.575;RFA;;;
McNeill, Reid;STL;Defence;0.575;0.000;0.575;RFA;;;
Galiev, Stanislav;WAS;Right;0.575;0.000;0.575;RFA;;;
Dietz, Darren;WAS;Defence;0.575;0.000;0.575;UFA;;;
Sparks, Garret;TOR;Goaltender;0.575;0.000;0.575;RFA;;;
Nilsson, Tom;VAN;Defence;0.575;0.000;0.575;RFA;;;
Loverde, Vincent;LAK;Defence;0.575;0.000;0.575;UFA;;;
Kristo, Danny;CAR;Right;0.575;0.000;0.575;UFA;;;
Bournival, Michael;TBL;Left;0.575;0.000;0.575;RFA;;;
Ruhwedel, Chad;PIT;Defence;0.575;0.000;0.575;UFA;;;
Letourneau-Leblond, Pierre-Luc;TBL;Left;0.575;0.000;0.575;UFA;;;
Doty, Jacob;STL;Center;0.575;0.000;0.575;RFA;;;
Vermin, Joel;TBL;Right;0.575;0.000;0.575;RFA;;;
Stollery, Karl;NJD;Defence;0.575;0.000;0.575;UFA;;;
Carey, Paul;WAS;Center;0.575;0.000;0.575;UFA;;;
Taormina, Matt;TBL;Defence;0.575;0.000;0.575;UFA;;;
Thompson, Paul;FLA;Right;0.575;0.000;0.575;UFA;;;
Froese, Byron;TOR;Center;0.575;0.000;0.575;RFA;;;
Liambas, Mike;NAS;Left;0.575;0.000;0.575;UFA;;;
Pardy, Adam;NAS;Defence;0.575;0.000;0.575;UFA;;;
Yevenko, Oleg;CLB;Defence;0.575;0.000;0.575;RFA;;;
Campbell, Andrew;TOR;Defence;0.575;0.000;0.575;UFA;;;
Sestito, Tom;PIT;Left;0.575;0.000;0.575;UFA;;;
Weber, Yannick;NAS;Defence;0.575;0.000;0.575;UFA;;;
Morin, Jeremy;ARI;Left;0.575;0.000;0.575;RFA;;;
Brown, Chris;NYR;Center;0.575;0.000;0.575;RFA;;;
Warsofsky, David;PIT;Defence;0.575;0.000;0.575;UFA;;;
Carruth, Mac;CHI;Goaltender;0.575;0.000;0.575;RFA;;;
Froese, Byron;TBL;Center;0.575;0.000;0.575;RFA;;;
Abbott, Spencer;CHI;Right;0.575;0.000;0.575;UFA;;;
Burgdoerfer, Erik;BUF;Defence;0.575;0.000;0.575;UFA;;;
Setoguchi, Devin;LAK;Right;0.575;0.000;0.575;UFA;;;
Gionta, Stephen;NYI;Right;0.575;0.000;0.575;UFA;;;
Bergeron, Marc-Andre;CLB;Defence;0.575;0.000;0.575;UFA;;;
McKenna, Mike;TBL;Goaltender;0.575;0.000;0.575;UFA;;;
Oleksy, Steve;TOR;Defence;0.575;0.000;0.575;UFA;;;
Abbott, Spencer;ANA;Right;0.575;0.000;0.575;UFA;;;
Boll, Jared;CLB;Right;0.567;0.567;0.567;0.567;;;
15/16 Cap Overage;DET;Left;0.550;0.000;0.550;;;;
Hodgson, Cody;BUF;Center;0.542;0.542;0.542;0.417;-0.458;0.792;0.792
Korpisalo, Joonas;CLB;Goaltender;0.537;0.000;0.792;RFA;;;
Korpikoski, Lauri;EDM;Left;0.500;0.500;0.500;1.000;;;
Nystrom, Eric;NAS;Left;0.500;0.500;0.500;1.000;;;
Maroon, Patrick;ANA;Left;0.500;0.500;0.500;0.500;;;
15/16 Cap Overage;TOR;Left;0.498;0.000;0.498;;;;
Vatrano, Frank;BOS;Center;0.482;0.482;0.792;0.843;RFA;;
Bartley, Victor;MIN;Defence;0.370;0.000;0.650;UFA;;;
Sprong, Daniel;PIT;Right;0.363;0.363;0.667;0.743;RFA;;
Kindl, Jakub;DET;Defence;0.360;0.000;0.360;;;;
15/16 Cap Overage;VAN;Left;0.315;0.000;0.315;;;;
15/16 Cap Overage;TBL;Left;0.314;0.000;0.314;;;;
Clune, Rich;NAS;Left;0.283;0.000;0.283;;;;
Gilbert, Tom;LAK;Defence;0.280;0.000;0.280;;;;
Kovalchuk, Ilya;NJD;Left;0.250;0.250;0.250;0.250;0.250;0.250;0.250
Streit, Mark;PHI;Defence;0.247;0.000;0.247;;;;
Fistric, Mark;ANA;Defence;0.217;0.217;0.217;0.450;0.450;;
Rantanen, Mikko;COL;Right;0.201;0.201;0.925;0.925;0.833;RFA;
15/16 Cap Overage;STL;Left;0.190;0.000;0.190;;;;
Scuderi, Rob;LAK;Defence;0.175;0.000;2.500;UFA;;;
Miller, Andrew;CAR;Center;0.070;0.000;0.650;UFA;;;
Nosek, Tomas;DET;Left;0.056;0.056;0.575;0.650;RFA;;
Tolchinsky, Sergey;CAR;Left;0.013;0.013;0.575;0.650;RFA;;
Czarnik, Austin;BOS;Center;0.005;0.000;0.843;RFA;;;
Dickinson, Jason;DAL;Center;0.005;0.005;0.925;0.833;RFA;;
Ramage, John;CLB;Defence;0.003;0.003;0.575;0.650;UFA;;
Campbell, Colin;DET;Left;0.000;0.000;RFA;;;;
Volchenkov, Anton;NJD;Defence;0.000;0.000;;;;;
Grabovski, Mikhail;TOR;Center;0.000;0.000;;;;;
Briere, Daniel;PHI;Right;0.000;0.000;;;;;
Ballard, Keith;VAN;Defence;0.000;0.000;;;;;
Ehrhoff, Christian;BUF;Defence;0.000;0.000;;;;;
Lecavalier, Vincent;TBL;Center;0.000;0.000;;;;;
Bryzgalov, Ilya;PHI;Goaltender;0.000;0.000;;;;;
Richards, Brad;NYR;Center;0.000;0.000;;;;;
Khokhlachev, Alexander;BOS;Center;0.000;0.000;RFA;;;;
Montador, Steve;CHI;Defence;0.000;0.000;;;;;
Leino, Ville;BUF;Left;0.000;0.000;;;;;
DiPietro, Rick;NYI;Goaltender;0.000;0.000;;;;;
Nichushkin, Valeri;DAL;Right;0.000;0.000;RFA;;;;
Aronson, Taylor;NAS;Defence;0.000;0.000;RFA;;;;
Uher, Dominik;PIT;Center;0.000;0.000;RFA;;;;
Aubry, Louis-Marc;DET;Center;0.000;0.000;RFA;;;;
Gustafsson, Johan;MIN;Goaltender;0.000;0.000;RFA;;;;
Sundstrom, Johan;NYI;Center;0.000;0.000;RFA;;;;
Blomstrand, Ludwig;VAN;Left;0.000;0.000;RFA;;;;
Klingberg, Carl;NYR;Left;0.000;0.000;UFA IV;;;;
Lamarche, Maxim;PHI;Defence;0.000;0.000;RFA;;;;
Petrov, Kirill;NYI;Right;0.000;0.000;RFA;;;;
Lecavalier, Vincent;LAK;Center;0.000;0.000;3.000;3.000;UFA;;
Elliott, Stefan;NAS;Defence;0.000;0.000;RFA;;;;
Lecavalier, Vincent;PHI;Center;0.000;0.000;2.250;2.250;;;
Cowen, Jared;TOR;Defence;-0.650;-0.650;-0.650;0.750;;;
